consumer_id,tradeline_id,subscriber_name,subscriber_code,account_type,opened,closed,credit_limit,high_credit,balance,past_due,payment_status,terms,months_reviewed
C1016,T02987,Bank_177,SUB33047,revolving,2025-01-17,2028-01-17,20000,20000,3938.77,0,current,R,9
C1016,T02988,Bank_598,SUB60976,installment,2014-11-26,2019-11-25,0,18000,8186.13,250,current,R,131
C1017,T02989,Bank_890,SUB63457,installment,2019-06-04,2022-06-03,0,12000,11061.09,250,current,R,76
C1017,T02990,Bank_794,SUB59293,mortgage,2018-11-09,2020-11-08,0,450000,61714.33,750,current,R,83
C1017,T02991,Bank_641,SUB36172,mortgage,2011-12-14,2013-12-13,0,320000,110807.82,750,current,R,166
C1018,T02992,Bank_817,SUB74928,mortgage,2014-10-05,2016-10-04,0,450000,15354.57,750,current,R,132
C1018,T02993,Bank_423,SUB92123,mortgage,2013-01-08,2015-01-08,0,180000,65858.82,750,30_days_late,R,153
C1018,T02994,Bank_661,SUB77426,revolving,2011-11-19,2014-11-18,2000,2000,451.37,100,current,R,167
C1018,T02995,Bank_126,SUB42045,installment,2022-01-17,2023-01-17,0,8000,2328.4,250,current,R,45
C1019,T02996,Bank_599,SUB27607,mortgage,2010-09-21,2015-09-20,0,320000,86601.01,250,current,R,181
C1019,T02997,Bank_174,SUB86983,installment,2013-04-06,2017-04-05,0,22000,4926.18,250,current,R,150
C1019,T02998,Bank_580,SUB84710,revolving,2012-11-17,2015-11-17,20000,20000,17524.62,100,current,R,155
C1020,T02999,Bank_638,SUB71934,revolving,2020-07-17,2023-07-17,1000,1000,553.11,100,current,R,63
C1020,T03000,Bank_107,SUB38469,revolving,2018-08-06,2020-08-05,1000,1000,173.11,750,current,R,86
C1020,T03001,Bank_820,SUB42046,revolving,2011-03-22,2013-03-21,10000,10000,5267.11,100,current,R,175
C1021,T03002,Bank_124,SUB44303,revolving,2025-06-17,2026-06-17,20000,20000,6495.33,100,current,R,4
C1021,T03003,Bank_452,SUB39523,revolving,2013-07-12,2017-07-11,10000,10000,1058.54,100,current,R,147
C1022,T03004,Bank_273,SUB30460,mortgage,2011-01-27,2016-01-26,0,250000,186857.0,750,current,R,177
C1022,T03005,Bank_419,SUB10640,mortgage,2016-09-21,2018-09-21,0,450000,421555.62,100,current,R,109
C1023,T03006,Bank_747,SUB47006,installment,2018-07-20,2020-07-19,0,8000,7345.95,750,current,R,87
C1023,T03007,Bank_311,SUB57503,revolving,2021-01-23,2026-01-22,10000,10000,7263.88,500,current,R,57
C1024,T03008,Bank_222,SUB73615,installment,2013-07-23,2015-07-23,0,8000,433.93,500,current,R,147
C1024,T03009,Bank_156,SUB86872,revolving,2017-01-12,2020-01-12,2000,2000,464.97,750,current,R,105
C1025,T03010,Bank_493,SUB39528,installment,2019-01-16,2021-01-15,0,22000,9202.12,100,current,R,81
C1025,T03011,Bank_665,SUB49117,revolving,2021-08-09,2026-08-08,20000,20000,6545.62,100,current,R,50
C1026,T03012,Bank_374,SUB61292,revolving,2022-03-22,2025-03-21,1000,1000,704.83,250,current,R,43
C1026,T03013,Bank_962,SUB57284,mortgage,2021-01-27,2023-01-27,0,320000,242494.9,0,current,R,57
C1027,T03014,Bank_273,SUB10287,revolving,2019-07-28,2021-07-27,1000,1000,501.92,100,current,R,75
C1027,T03015,Bank_884,SUB55751,mortgage,2013-07-12,2018-07-11,0,180000,73751.22,100,current,R,147
C1027,T03016,Bank_387,SUB62591,revolving,2011-08-11,2016-08-09,10000,10000,8021.65,500,current,R,170
C1027,T03017,Bank_650,SUB93421,mortgage,2013-07-21,2015-07-21,0,320000,311020.77,750,current,R,147
C1028,T03018,Bank_789,SUB54480,installment,2025-03-01,2026-03-01,0,22000,2136.63,250,current,R,7
C1028,T03019,Bank_696,SUB67388,revolving,2017-05-16,2020-05-15,5000,5000,1499.06,750,current,R,101
C1028,T03020,Bank_150,SUB29024,installment,2019-06-07,2022-06-06,0,18000,6496.65,0,60_days_late,R,76
C1028,T03021,Bank_559,SUB28218,installment,2010-07-24,2013-07-23,0,12000,11459.12,500,current,R,183
C1029,T03022,Bank_158,SUB94538,mortgage,2018-04-14,2019-04-14,0,180000,101317.16,0,current,R,90
C1029,T03023,Bank_215,SUB74485,installment,2013-05-23,2016-05-22,0,8000,1318.67,100,current,R,149
C1029,T03024,Bank_182,SUB34668,revolving,2011-07-01,2014-06-30,5000,5000,1650.4,0,current,R,171
C1029,T03025,Bank_603,SUB58493,revolving,2018-12-03,2020-12-02,20000,20000,940.77,500,30_days_late,R,82
C1030,T03026,Bank_556,SUB34632,mortgage,2011-02-13,2015-02-12,0,180000,64251.99,250,current,R,176
C1030,T03027,Bank_656,SUB31447,mortgage,2016-04-25,2020-04-24,0,180000,8144.68,0,current,R,114
C1030,T03028,Bank_384,SUB63581,installment,2023-11-22,,0,8000,1209.23,750,current,R,23
C1031,T03029,Bank_159,SUB99194,installment,2022-05-15,2025-05-14,0,12000,4051.9,500,30_days_late,R,41
C1031,T03030,Bank_115,SUB86037,installment,2012-11-28,,0,12000,9390.27,250,current,R,155
C1031,T03031,Bank_641,SUB98628,mortgage,2015-09-14,2017-09-13,0,320000,199519.14,100,current,R,121
C1032,T03032,Bank_677,SUB25443,revolving,2020-11-11,2022-11-11,30000,30000,25627.89,750,current,R,59
C1032,T03033,Bank_446,SUB35527,revolving,2013-10-26,,5000,5000,991.25,100,current,R,144
C1033,T03034,Bank_855,SUB66461,mortgage,2023-08-08,,0,250000,199845.31,500,current,R,26
C1033,T03035,Bank_964,SUB74173,mortgage,2025-08-26,2027-08-26,0,180000,104113.52,100,current,R,2
C1034,T03036,Bank_705,SUB25251,installment,2024-01-20,2028-01-19,0,18000,6379.48,100,current,R,21
C1034,T03037,Bank_748,SUB51605,installment,2019-04-17,2023-04-16,0,12000,6602.55,100,current,R,78
C1035,T03038,Bank_332,SUB31504,mortgage,2021-07-16,2024-07-15,0,450000,278970.51,250,current,R,51
C1035,T03039,Bank_141,SUB52790,revolving,2025-04-06,,10000,10000,7458.04,100,current,R,6
C1035,T03040,Bank_506,SUB77942,installment,2023-07-25,2024-07-24,0,8000,5422.55,100,30_days_late,R,27
C1035,T03041,Bank_929,SUB92217,installment,2017-03-19,2021-03-18,0,8000,5082.42,100,30_days_late,R,103
C1036,T03042,Bank_320,SUB70620,revolving,2013-08-26,2016-08-25,2000,2000,861.3,500,current,R,146
C1036,T03043,Bank_593,SUB25639,mortgage,2017-09-02,2018-09-02,0,320000,65621.49,500,current,R,97
C1037,T03044,Bank_572,SUB80605,installment,2014-07-04,2017-07-03,0,22000,19980.26,750,current,R,135
C1037,T03045,Bank_562,SUB35427,installment,2025-04-24,2026-04-24,0,18000,16460.47,750,current,R,6
C1037,T03046,Bank_843,SUB12468,mortgage,2012-11-04,2017-11-03,0,320000,188401.7,250,current,R,155
C1038,T03047,Bank_543,SUB11281,installment,2018-04-18,2019-04-18,0,18000,8549.38,100,current,R,90
C1038,T03048,Bank_511,SUB34193,revolving,2011-11-26,,20000,20000,13528.72,250,current,R,167
C1039,T03049,Bank_322,SUB66876,mortgage,2015-07-03,2018-07-02,0,450000,23681.21,0,current,R,123
C1039,T03050,Bank_703,SUB36400,mortgage,2016-02-09,2017-02-08,0,180000,36429.44,0,current,R,116
C1039,T03051,Bank_770,SUB20604,revolving,2010-05-11,2012-05-10,30000,30000,15710.13,500,current,R,185
C1039,T03052,Bank_198,SUB36668,revolving,2022-05-16,2027-05-15,30000,30000,14345.58,750,current,R,41
C1040,T03053,Bank_472,SUB55266,revolving,2025-11-05,,30000,30000,14636.61,100,current,R,1
C1040,T03054,Bank_164,SUB63489,mortgage,2016-11-19,2021-11-18,0,250000,13202.79,250,current,R,107
C1041,T03055,Bank_114,SUB71876,mortgage,2017-04-17,2021-04-16,0,450000,183383.04,750,current,R,102
C1041,T03056,Bank_527,SUB73015,mortgage,2015-07-23,2020-07-21,0,180000,4256.76,250,current,R,123
C1042,T03057,Bank_159,SUB82896,installment,2012-03-17,2014-03-17,0,12000,7172.01,250,60_days_late,R,163
C1042,T03058,Bank_892,SUB65278,revolving,2014-03-26,2019-03-25,5000,5000,2143.35,500,current,R,139
C1042,T03059,Bank_187,SUB54651,revolving,2014-04-25,2018-04-24,30000,30000,9254.75,100,current,R,138
C1042,T03060,Bank_689,SUB46626,revolving,2023-11-27,2025-11-26,1000,1000,804.89,100,current,R,23
C1043,T03061,Bank_984,SUB30769,revolving,2025-01-03,2026-01-03,20000,20000,17437.62,500,current,R,9
C1043,T03062,Bank_559,SUB81373,installment,2011-09-07,2013-09-06,0,22000,6935.89,250,current,R,169
C1043,T03063,Bank_292,SUB90113,revolving,2023-12-03,2025-12-02,10000,10000,4608.24,750,60_days_late,R,22
C1044,T03064,Bank_522,SUB87812,mortgage,2020-11-03,2024-11-02,0,180000,77324.01,500,current,R,59
C1044,T03065,Bank_954,SUB58697,installment,2018-11-08,,0,22000,20113.06,250,current,R,83
C1044,T03066,Bank_470,SUB83774,revolving,2023-02-28,2026-02-27,5000,5000,2412.89,750,30_days_late,R,32
C1044,T03067,Bank_419,SUB80952,mortgage,2014-12-20,2017-12-19,0,250000,104359.64,250,current,R,130
C1045,T03068,Bank_952,SUB61109,revolving,2015-04-25,2019-04-24,5000,5000,726.53,100,current,R,126
C1045,T03069,Bank_877,SUB24211,mortgage,2025-11-02,2029-11-01,0,250000,153283.72,100,30_days_late,R,1
C1045,T03070,Bank_602,SUB43483,revolving,2010-04-15,2012-04-14,20000,20000,6001.65,100,current,R,186
C1045,T03071,Bank_523,SUB23326,revolving,2012-11-06,2017-11-05,20000,20000,14438.1,100,current,R,155
C1046,T03072,Bank_411,SUB14230,revolving,2024-01-28,2029-01-26,20000,20000,15581.49,250,current,R,21
C1046,T03073,Bank_473,SUB57826,installment,2015-11-16,2020-11-14,0,12000,4375.29,750,current,R,119
C1046,T03074,Bank_782,SUB74934,mortgage,2020-08-10,2022-08-10,0,250000,138258.58,0,current,R,62
C1046,T03075,Bank_685,SUB63048,installment,2010-06-13,2013-06-12,0,22000,4879.02,500,current,R,184
C1047,T03076,Bank_298,SUB20392,revolving,2010-12-14,,10000,10000,8634.6,100,current,R,178
C1047,T03077,Bank_193,SUB76881,installment,2024-07-13,2026-07-13,0,18000,12345.74,750,current,R,15
C1048,T03078,Bank_904,SUB12189,mortgage,2019-04-08,2023-04-07,0,450000,150756.78,500,current,R,78
C1048,T03079,Bank_417,SUB89691,installment,2022-09-07,2024-09-06,0,8000,3022.5,250,current,R,37
C1049,T03080,Bank_396,SUB93810,mortgage,2023-10-13,2024-10-12,0,180000,92400.8,100,current,R,24
C1049,T03081,Bank_677,SUB41605,installment,2010-04-14,,0,22000,5933.33,750,current,R,186
C1049,T03082,Bank_804,SUB48170,revolving,2024-10-02,,30000,30000,21981.54,100,current,R,12
C1049,T03083,Bank_721,SUB90062,revolving,2019-04-03,2020-04-02,5000,5000,4869.44,500,current,R,78
C1050,T03084,Bank_529,SUB55673,installment,2010-01-16,2014-01-15,0,22000,3209.25,750,current,R,189
C1050,T03085,Bank_508,SUB73659,mortgage,2024-09-07,2025-09-07,0,320000,39933.7,500,current,R,13
C1050,T03086,Bank_836,SUB27380,mortgage,2024-08-13,,0,320000,253555.45,250,current,R,14
C1050,T03087,Bank_221,SUB27325,revolving,2018-10-13,2022-10-12,20000,20000,8496.18,750,current,R,84
C1051,T03088,Bank_702,SUB68572,mortgage,2019-06-09,2021-06-08,0,320000,283542.67,250,current,R,76
C1051,T03089,Bank_718,SUB86431,revolving,2022-10-09,,30000,30000,11793.2,750,current,R,36
C1052,T03090,Bank_652,SUB41372,revolving,2010-09-25,2014-09-24,20000,20000,17927.91,0,current,R,181
C1052,T03091,Bank_290,SUB70036,installment,2020-10-02,2025-10-01,0,8000,5436.15,500,current,R,60
C1052,T03092,Bank_358,SUB70301,installment,2011-08-05,2014-08-04,0,12000,5774.47,100,current,R,170
C1053,T03093,Bank_358,SUB60047,installment,2015-09-16,2016-09-15,0,18000,17296.87,250,current,R,121
C1053,T03094,Bank_119,SUB83377,revolving,2010-04-15,2015-04-14,2000,2000,643.16,100,current,R,186
C1053,T03095,Bank_715,SUB92303,mortgage,2021-09-16,2022-09-16,0,450000,163754.73,250,current,R,49
C1053,T03096,Bank_194,SUB72809,installment,2015-06-13,,0,22000,15046.87,750,current,R,124
C1054,T03097,Bank_338,SUB39682,mortgage,2012-09-13,2016-09-12,0,450000,326442.82,750,current,R,157
C1054,T03098,Bank_938,SUB90605,revolving,2022-04-26,2024-04-25,2000,2000,313.43,250,current,R,42
C1054,T03099,Bank_896,SUB50999,installment,2023-05-01,2027-04-30,0,18000,14342.29,750,current,R,29
C1055,T03100,Bank_211,SUB95558,revolving,2022-05-09,,5000,5000,4735.88,500,current,R,41
C1055,T03101,Bank_619,SUB31432,mortgage,2024-07-06,2029-07-05,0,180000,150107.4,250,30_days_late,R,15
C1056,T03102,Bank_463,SUB62348,revolving,2010-01-26,2012-01-26,5000,5000,1281.26,100,current,R,189
C1056,T03103,Bank_423,SUB27436,revolving,2023-10-14,2024-10-13,20000,20000,3652.63,100,current,R,24
C1056,T03104,Bank_248,SUB70577,revolving,2019-01-09,,5000,5000,3158.87,500,current,R,81
C1056,T03105,Bank_331,SUB41329,revolving,2023-09-14,,30000,30000,23950.86,250,current,R,25
C1057,T03106,Bank_487,SUB21006,revolving,2023-10-10,,1000,1000,549.35,500,current,R,24
C1057,T03107,Bank_179,SUB80075,mortgage,2023-12-22,,0,320000,22696.78,100,current,R,22
C1057,T03108,Bank_749,SUB66102,revolving,2019-02-21,2023-02-20,30000,30000,5801.23,250,current,R,80
C1058,T03109,Bank_521,SUB69632,mortgage,2021-05-14,2023-05-14,0,180000,41681.92,500,current,R,53
C1058,T03110,Bank_622,SUB88854,revolving,2015-07-09,2016-07-08,20000,20000,18514.18,250,current,R,123
C1058,T03111,Bank_832,SUB66331,revolving,2013-05-22,2016-05-21,5000,5000,4307.14,250,current,R,149
C1059,T03112,Bank_828,SUB69587,revolving,2023-12-21,2028-12-19,2000,2000,1541.77,0,current,R,22
C1059,T03113,Bank_815,SUB80212,revolving,2020-02-08,2023-02-07,10000,10000,6657.54,500,current,R,68
C1060,T03114,Bank_123,SUB96752,installment,2018-01-25,2021-01-24,0,22000,15486.24,100,current,R,93
C1060,T03115,Bank_101,SUB40413,mortgage,2023-02-04,2026-02-03,0,450000,103402.73,500,current,R,32
C1061,T03116,Bank_804,SUB51997,mortgage,2020-09-09,2022-09-09,0,320000,89794.14,250,current,R,61
C1061,T03117,Bank_673,SUB75078,mortgage,2018-11-01,2020-10-31,0,250000,30791.86,100,60_days_late,R,83
C1062,T03118,Bank_863,SUB91625,revolving,2010-06-22,2011-06-22,2000,2000,1497.29,250,60_days_late,R,184
C1062,T03119,Bank_842,SUB60144,mortgage,2015-07-05,2018-07-04,0,320000,242628.33,500,30_days_late,R,123
C1063,T03120,Bank_716,SUB86080,mortgage,2019-10-16,2022-10-15,0,450000,245029.82,250,current,R,72
C1063,T03121,Bank_643,SUB34485,revolving,2019-04-03,2022-04-02,20000,20000,10088.01,750,current,R,78
C1064,T03122,Bank_112,SUB99406,revolving,2010-11-28,2014-11-27,30000,30000,25629.06,750,current,R,179
C1064,T03123,Bank_871,SUB48316,mortgage,2012-09-20,2015-09-20,0,320000,130574.0,100,current,R,157
C1064,T03124,Bank_647,SUB93737,mortgage,2020-07-06,2024-07-05,0,450000,10531.11,250,current,R,63
C1064,T03125,Bank_449,SUB96902,revolving,2024-06-17,2027-06-17,20000,20000,11001.6,250,current,R,16
C1065,T03126,Bank_945,SUB44039,revolving,2011-05-13,2016-05-11,10000,10000,9616.37,100,current,R,173
C1065,T03127,Bank_589,SUB40870,revolving,2018-08-16,2020-08-15,2000,2000,611.91,500,current,R,86
C1066,T03128,Bank_600,SUB33567,mortgage,2013-10-16,2018-10-15,0,180000,24472.96,250,current,R,144
C1066,T03129,Bank_530,SUB45990,revolving,2012-12-13,2015-12-13,10000,10000,992.52,750,current,R,154
C1066,T03130,Bank_817,SUB13268,revolving,2025-02-01,2030-01-31,5000,5000,978.16,500,current,R,8
C1066,T03131,Bank_986,SUB78798,revolving,2017-02-22,,1000,1000,645.36,750,current,R,104
C1067,T03132,Bank_492,SUB59486,revolving,2015-02-11,2020-02-10,1000,1000,825.56,100,current,R,128
C1067,T03133,Bank_243,SUB37821,installment,2018-04-02,2019-04-02,0,12000,6647.65,100,current,R,90
C1068,T03134,Bank_565,SUB94396,installment,2019-07-27,2022-07-26,0,8000,452.89,750,current,R,75
C1068,T03135,Bank_264,SUB89701,revolving,2017-08-15,2022-08-14,1000,1000,265.41,100,current,R,98
C1069,T03136,Bank_453,SUB61210,mortgage,2018-08-20,2023-08-19,0,180000,129124.51,750,current,R,86
C1069,T03137,Bank_121,SUB39527,installment,2018-08-21,,0,18000,9680.01,500,current,R,86
C1070,T03138,Bank_953,SUB12717,mortgage,2017-07-21,2020-07-20,0,320000,242394.59,0,60_days_late,R,99
C1070,T03139,Bank_889,SUB15633,mortgage,2016-12-27,,0,320000,172267.73,500,current,R,106
C1070,T03140,Bank_574,SUB14230,installment,2010-05-11,2012-05-10,0,12000,525.75,250,current,R,185
C1070,T03141,Bank_908,SUB21712,installment,2010-01-05,2014-01-04,0,18000,4885.48,750,current,R,189
C1071,T03142,Bank_928,SUB55738,installment,2016-09-05,2017-09-05,0,12000,9688.65,100,current,R,109
C1071,T03143,Bank_866,SUB43847,installment,2015-02-16,2017-02-15,0,12000,8133.01,100,current,R,128
C1071,T03144,Bank_818,SUB40364,mortgage,2010-09-23,2014-09-22,0,180000,22143.91,100,current,R,181
C1072,T03145,Bank_628,SUB23854,installment,2022-06-22,2026-06-21,0,12000,1308.55,100,current,R,40
C1072,T03146,Bank_476,SUB26868,mortgage,2010-10-17,,0,450000,440671.77,0,60_days_late,R,180
C1073,T03147,Bank_638,SUB94512,revolving,2020-03-14,2024-03-13,1000,1000,32.0,750,current,R,67
C1073,T03148,Bank_960,SUB50745,installment,2023-05-14,,0,8000,2393.53,500,current,R,29
C1074,T03149,Bank_954,SUB84664,installment,2020-04-21,2022-04-21,0,12000,3897.7,750,current,R,66
C1074,T03150,Bank_842,SUB31113,mortgage,2025-12-16,2027-12-16,0,320000,33567.93,750,current,R,1
C1074,T03151,Bank_163,SUB98982,revolving,2017-11-16,2018-11-16,5000,5000,3346.5,500,current,R,95
C1075,T03152,Bank_159,SUB95262,revolving,2012-06-21,,20000,20000,12110.48,250,current,R,160
C1075,T03153,Bank_744,SUB40138,installment,2019-08-16,2024-08-14,0,8000,5551.5,500,current,R,74
C1075,T03154,Bank_660,SUB76696,revolving,2017-09-25,2021-09-24,30000,30000,24109.99,100,current,R,97
C1076,T03155,Bank_689,SUB80142,revolving,2020-12-23,2024-12-22,30000,30000,24456.17,0,current,R,58
C1076,T03156,Bank_545,SUB79133,installment,2011-06-03,2013-06-02,0,12000,3397.77,750,current,R,172
C1077,T03157,Bank_820,SUB65627,installment,2025-08-20,2027-08-20,0,22000,3501.83,0,current,R,2
C1077,T03158,Bank_233,SUB88997,installment,2024-07-05,2029-07-04,0,18000,4531.62,500,current,R,15
C1078,T03159,Bank_443,SUB23663,mortgage,2016-03-13,2019-03-13,0,450000,19446.18,250,current,R,115
C1078,T03160,Bank_548,SUB72492,revolving,2023-11-06,2028-11-04,20000,20000,6393.65,250,current,R,23
C1078,T03161,Bank_512,SUB39221,revolving,2016-04-04,,5000,5000,2601.81,750,current,R,114
C1078,T03162,Bank_832,SUB33868,installment,2018-01-09,2023-01-08,0,18000,4874.14,0,current,R,93
C1079,T03163,Bank_572,SUB23672,installment,2019-07-28,2024-07-26,0,8000,3325.88,750,current,R,75
C1079,T03164,Bank_123,SUB56458,installment,2017-06-23,2022-06-22,0,18000,4862.31,500,current,R,100
C1080,T03165,Bank_658,SUB97358,installment,2018-11-11,2019-11-11,0,22000,9299.99,500,current,R,83
C1080,T03166,Bank_994,SUB26717,installment,2017-02-06,2018-02-06,0,12000,2503.77,250,current,R,104
C1080,T03167,Bank_926,SUB42547,mortgage,2018-06-05,2023-06-04,0,180000,70456.6,250,current,R,88
C1081,T03168,Bank_692,SUB95955,installment,2013-08-14,2016-08-13,0,22000,2692.08,100,current,R,146
C1081,T03169,Bank_948,SUB85625,revolving,2013-01-21,2017-01-20,20000,20000,12704.88,100,current,R,153
C1081,T03170,Bank_553,SUB74204,mortgage,2017-06-17,2022-06-16,0,180000,120101.86,750,current,R,100
C1082,T03171,Bank_599,SUB84700,revolving,2013-06-13,2016-06-12,20000,20000,486.3,750,current,R,148
C1082,T03172,Bank_367,SUB22699,revolving,2018-01-17,2020-01-17,20000,20000,11825.94,100,current,R,93
C1082,T03173,Bank_941,SUB64521,revolving,2022-06-18,2023-06-18,30000,30000,16873.3,500,current,R,40
C1082,T03174,Bank_282,SUB64270,mortgage,2020-09-15,,0,180000,164096.25,750,current,R,61
C1083,T03175,Bank_353,SUB10006,revolving,2010-09-01,2015-08-31,30000,30000,25622.26,100,current,R,181
C1083,T03176,Bank_771,SUB92196,mortgage,2010-06-07,2012-06-06,0,450000,382795.22,250,current,R,184
C1084,T03177,Bank_309,SUB87374,mortgage,2011-04-01,2012-03-31,0,180000,159056.67,250,30_days_late,R,174
C1084,T03178,Bank_674,SUB17799,installment,2024-07-21,2025-07-21,0,18000,1553.95,100,60_days_late,R,15
C1085,T03179,Bank_258,SUB96796,mortgage,2010-11-05,2012-11-04,0,250000,204636.97,500,current,R,179
C1085,T03180,Bank_375,SUB90709,installment,2023-04-11,2025-04-10,0,12000,8344.19,750,current,R,30
C1085,T03181,Bank_616,SUB55670,revolving,2020-06-20,2025-06-19,30000,30000,7215.39,500,current,R,64
C1086,T03182,Bank_183,SUB96849,mortgage,2014-09-21,2018-09-20,0,250000,160433.45,100,30_days_late,R,133
C1086,T03183,Bank_188,SUB45635,mortgage,2010-06-11,,0,450000,166973.12,250,current,R,184
C1086,T03184,Bank_291,SUB70843,installment,2011-11-28,2016-11-26,0,8000,3451.62,250,current,R,167
C1087,T03185,Bank_265,SUB77282,mortgage,2013-05-11,,0,180000,143497.87,100,current,R,149
C1087,T03186,Bank_278,SUB65166,mortgage,2018-06-26,2023-06-25,0,450000,125834.26,100,current,R,88
C1087,T03187,Bank_948,SUB17314,installment,2015-09-25,2019-09-24,0,8000,7686.79,250,charged_off,R,121
C1087,T03188,Bank_802,SUB29249,mortgage,2010-06-15,2011-06-15,0,450000,132217.03,500,current,R,184
C1088,T03189,Bank_660,SUB45197,mortgage,2014-06-12,,0,320000,274660.38,100,current,R,136
C1088,T03190,Bank_291,SUB48456,installment,2023-10-24,2024-10-23,0,8000,1140.84,250,current,R,24
C1088,T03191,Bank_415,SUB45299,installment,2019-08-22,2021-08-21,0,8000,4554.13,750,30_days_late,R,74
C1088,T03192,Bank_569,SUB60638,installment,2023-01-20,,0,22000,19396.04,750,current,R,33
C1089,T03193,Bank_790,SUB17443,revolving,2011-11-18,2015-11-17,30000,30000,16054.0,100,current,R,167
C1089,T03194,Bank_939,SUB44623,installment,2011-12-23,2013-12-22,0,22000,6932.17,100,current,R,166
C1090,T03195,Bank_945,SUB66717,installment,2011-11-05,2012-11-04,0,22000,18933.36,250,charged_off,R,167
C1090,T03196,Bank_670,SUB52437,installment,2015-09-28,2018-09-27,0,18000,12934.1,500,current,R,121
C1091,T03197,Bank_417,SUB76866,installment,2021-01-24,,0,18000,17393.96,250,current,R,57
C1091,T03198,Bank_355,SUB41282,revolving,2025-02-08,2026-02-08,5000,5000,1791.28,500,current,R,8
C1091,T03199,Bank_566,SUB10793,mortgage,2019-08-20,2021-08-19,0,320000,201605.57,0,current,R,74
C1092,T03200,Bank_442,SUB95034,installment,2013-12-23,2014-12-23,0,22000,4917.61,100,current,R,142
C1092,T03201,Bank_456,SUB52689,mortgage,2013-02-17,2017-02-16,0,180000,37783.91,500,current,R,152
C1092,T03202,Bank_178,SUB90740,mortgage,2018-03-06,2019-03-06,0,250000,64076.23,0,current,R,91
C1093,T03203,Bank_937,SUB35385,revolving,2024-08-24,2029-08-23,1000,1000,705.28,750,current,R,14
C1093,T03204,Bank_364,SUB39275,revolving,2022-01-27,2027-01-26,20000,20000,10379.54,750,current,R,45
C1093,T03205,Bank_629,SUB79889,mortgage,2023-10-25,2026-10-24,0,250000,237628.85,750,current,R,24
C1093,T03206,Bank_492,SUB50255,mortgage,2016-12-17,2020-12-16,0,180000,124665.59,750,current,R,106
C1094,T03207,Bank_168,SUB68592,revolving,2020-09-22,2023-09-22,1000,1000,777.84,500,current,R,61
C1094,T03208,Bank_426,SUB74237,revolving,2011-11-26,2014-11-25,30000,30000,2465.85,0,current,R,167
C1094,T03209,Bank_428,SUB59064,mortgage,2019-01-05,,0,320000,291001.57,750,current,R,81
C1094,T03210,Bank_632,SUB41689,revolving,2013-11-06,2014-11-06,1000,1000,496.16,250,current,R,143
C1095,T03211,Bank_285,SUB47876,installment,2019-02-06,2022-02-05,0,12000,2564.97,100,60_days_late,R,80
C1095,T03212,Bank_902,SUB47092,installment,2021-06-27,2022-06-27,0,12000,9582.27,250,current,R,52
C1095,T03213,Bank_134,SUB27001,installment,2014-09-27,2016-09-26,0,8000,1341.63,500,current,R,133
C1096,T03214,Bank_525,SUB10269,installment,2012-01-13,2016-01-12,0,12000,9806.39,250,current,R,165
C1096,T03215,Bank_706,SUB81733,revolving,2015-11-24,2017-11-23,30000,30000,11159.24,750,current,R,119
C1096,T03216,Bank_844,SUB39853,revolving,2025-01-26,2027-01-26,5000,5000,3561.25,500,current,R,9
C1096,T03217,Bank_913,SUB96390,mortgage,2021-02-16,2023-02-16,0,450000,407731.05,500,current,R,56
C1097,T03218,Bank_362,SUB14657,mortgage,2021-03-13,2023-03-13,0,250000,85112.37,250,current,R,55
C1097,T03219,Bank_727,SUB12228,revolving,2020-12-12,2022-12-12,10000,10000,8790.75,0,charged_off,R,58
C1097,T03220,Bank_618,SUB74463,revolving,2010-05-12,2015-05-11,10000,10000,3692.39,250,current,R,185
C1098,T03221,Bank_704,SUB82720,revolving,2021-07-18,2023-07-18,5000,5000,1856.72,250,current,R,51
C1098,T03222,Bank_143,SUB15740,revolving,2012-09-25,2015-09-25,20000,20000,11225.53,750,current,R,157
C1099,T03223,Bank_497,SUB10127,revolving,2021-08-23,,20000,20000,463.32,250,current,R,50
C1099,T03224,Bank_958,SUB61338,revolving,2019-01-10,2022-01-09,1000,1000,456.78,500,current,R,81
C1099,T03225,Bank_608,SUB27441,mortgage,2021-06-17,2026-06-16,0,180000,115146.85,750,current,R,52
C1100,T03226,Bank_988,SUB14873,revolving,2016-03-10,2019-03-10,1000,1000,78.81,100,current,R,115
C1100,T03227,Bank_916,SUB21915,mortgage,2023-10-16,2024-10-15,0,250000,96632.36,100,current,R,24
C1101,T03228,Bank_878,SUB25809,revolving,2014-01-27,2018-01-26,2000,2000,1606.2,750,current,R,141
C1101,T03229,Bank_345,SUB12930,installment,2018-01-23,2021-01-22,0,18000,2716.38,250,current,R,93
C1101,T03230,Bank_788,SUB31117,revolving,2014-04-23,2015-04-23,1000,1000,112.65,250,current,R,138
C1102,T03231,Bank_718,SUB52298,mortgage,2017-06-02,2021-06-01,0,180000,127004.49,250,current,R,100
C1102,T03232,Bank_599,SUB59263,installment,2022-02-21,,0,12000,7018.17,500,current,R,44
C1102,T03233,Bank_381,SUB10455,installment,2019-01-25,2024-01-24,0,22000,12690.06,750,current,R,81
C1103,T03234,Bank_231,SUB73590,revolving,2016-01-21,2021-01-19,10000,10000,2561.44,0,current,R,117
C1103,T03235,Bank_899,SUB35926,installment,2016-02-24,,0,22000,18170.54,100,current,R,116
