consumer_id,model,score,score_date,reason_text
C0688,VantageScore4,697,2025-10-05,Delinquencies in past 24 months
C0689,FICO8,551,2025-10-05,Recent inquiry; utilization moderate
C0689,VantageScore4,553,2025-10-05,Recent delinquency; new account
C0690,FICO8,635,2025-10-05,Collections and recent delinquencies
C0690,VantageScore4,748,2025-10-05,Short history; high utilization
C0691,FICO8,513,2025-10-05,Delinquencies in past 24 months
C0691,VantageScore4,525,2025-10-05,Low utilization; long history
C0692,FICO8,689,2025-10-05,Multiple inquiries; elevated balances
C0692,VantageScore4,692,2025-10-05,High utilization; short history
C0693,FICO8,764,2025-10-05,Collections and recent delinquencies
C0693,VantageScore4,770,2025-10-05,High utilization; short history
C0694,FICO8,582,2025-10-05,High utilization; short history
C0694,VantageScore4,675,2025-10-05,Multiple inquiries; elevated balances
C0695,FICO8,763,2025-10-05,Collections and recent delinquencies
C0695,VantageScore4,501,2025-10-05,Multiple inquiries; elevated balances
C0696,FICO8,779,2025-10-05,Multiple inquiries; elevated balances
C0696,VantageScore4,732,2025-10-05,Collections and recent delinquencies
C0697,FICO8,594,2025-10-05,Low utilization; long history
C0697,VantageScore4,481,2025-10-05,High utilization; short history
C0698,FICO8,614,2025-10-05,Multiple inquiries; elevated balances
C0698,VantageScore4,721,2025-10-05,Recent inquiry; utilization moderate
C0699,FICO8,627,2025-10-05,Delinquencies in past 24 months
C0699,VantageScore4,571,2025-10-05,Collections and recent delinquencies
C0700,FICO8,605,2025-10-05,Low utilization; long history
C0700,VantageScore4,541,2025-10-05,Multiple inquiries; elevated balances
C0701,FICO8,732,2025-10-05,Recent inquiry; utilization moderate
C0701,VantageScore4,786,2025-10-05,Short history; high utilization
C0702,FICO8,777,2025-10-05,Collections and recent delinquencies
C0702,VantageScore4,769,2025-10-05,Delinquencies in past 24 months
C0703,FICO8,612,2025-10-05,Collections and recent delinquencies
C0703,VantageScore4,541,2025-10-05,Short history; high utilization
C0704,FICO8,742,2025-10-05,Low utilization; long history
C0704,VantageScore4,612,2025-10-05,High utilization; short history
C0705,FICO8,777,2025-10-05,Low utilization; long history
C0705,VantageScore4,554,2025-10-05,Short history; high utilization
C0706,FICO8,716,2025-10-05,High utilization; short history
C0706,VantageScore4,662,2025-10-05,High utilization; short history
C0707,FICO8,507,2025-10-05,Multiple inquiries; elevated balances
C0707,VantageScore4,664,2025-10-05,Delinquencies in past 24 months
C0708,FICO8,662,2025-10-05,Low utilization; long history
C0708,VantageScore4,628,2025-10-05,Multiple inquiries; elevated balances
C0709,FICO8,751,2025-10-05,Recent inquiry; utilization moderate
C0709,VantageScore4,743,2025-10-05,Recent delinquency; new account
C0710,FICO8,573,2025-10-05,Recent inquiry; utilization moderate
C0710,VantageScore4,786,2025-10-05,High utilization; short history
C0711,FICO8,758,2025-10-05,Short history; high utilization
C0711,VantageScore4,641,2025-10-05,Multiple inquiries; elevated balances
C0712,FICO8,618,2025-10-05,Short history; high utilization
C0712,VantageScore4,529,2025-10-05,Short history; high utilization
C0713,FICO8,553,2025-10-05,Low utilization; long history
C0713,VantageScore4,550,2025-10-05,Multiple inquiries; elevated balances
C0714,FICO8,670,2025-10-05,Collections and recent delinquencies
C0714,VantageScore4,690,2025-10-05,Short history; high utilization
C0715,FICO8,563,2025-10-05,Recent inquiry; utilization moderate
C0715,VantageScore4,591,2025-10-05,High utilization; short history
C0716,FICO8,737,2025-10-05,Recent delinquency; new account
C0716,VantageScore4,576,2025-10-05,Recent inquiry; utilization moderate
C0717,FICO8,693,2025-10-05,Collections and recent delinquencies
C0717,VantageScore4,519,2025-10-05,Recent inquiry; utilization moderate
C0718,FICO8,547,2025-10-05,Low utilization; long history
C0718,VantageScore4,725,2025-10-05,Short history; high utilization
C0719,FICO8,639,2025-10-05,Short history; high utilization
C0719,VantageScore4,551,2025-10-05,Collections and recent delinquencies
C0720,FICO8,785,2025-10-05,Short history; high utilization
C0720,VantageScore4,568,2025-10-05,Multiple inquiries; elevated balances
C0721,FICO8,494,2025-10-05,Recent inquiry; utilization moderate
C0721,VantageScore4,593,2025-10-05,High utilization; short history
C0722,FICO8,552,2025-10-05,Recent delinquency; new account
C0722,VantageScore4,637,2025-10-05,High utilization; short history
C0723,FICO8,587,2025-10-05,High utilization; short history
C0723,VantageScore4,520,2025-10-05,Delinquencies in past 24 months
C0724,FICO8,537,2025-10-05,Recent inquiry; utilization moderate
C0724,VantageScore4,489,2025-10-05,Collections and recent delinquencies
C0725,FICO8,700,2025-10-05,Low utilization; long history
C0725,VantageScore4,580,2025-10-05,Recent inquiry; utilization moderate
C0726,FICO8,496,2025-10-05,Low utilization; long history
C0726,VantageScore4,720,2025-10-05,Recent inquiry; utilization moderate
C0727,FICO8,609,2025-10-05,Low utilization; long history
C0727,VantageScore4,513,2025-10-05,Multiple inquiries; elevated balances
C0728,FICO8,485,2025-10-05,Recent inquiry; utilization moderate
C0728,VantageScore4,543,2025-10-05,Recent delinquency; new account
C0729,FICO8,780,2025-10-05,Recent delinquency; new account
C0729,VantageScore4,574,2025-10-05,Short history; high utilization
C0730,FICO8,494,2025-10-05,Recent inquiry; utilization moderate
C0730,VantageScore4,554,2025-10-05,Multiple inquiries; elevated balances
C0731,FICO8,776,2025-10-05,Short history; high utilization
C0731,VantageScore4,660,2025-10-05,High utilization; short history
C0732,FICO8,736,2025-10-05,Recent delinquency; new account
C0732,VantageScore4,738,2025-10-05,Recent inquiry; utilization moderate
C0733,FICO8,530,2025-10-05,Low utilization; long history
C0733,VantageScore4,750,2025-10-05,Recent delinquency; new account
C0734,FICO8,578,2025-10-05,Multiple inquiries; elevated balances
C0734,VantageScore4,567,2025-10-05,Low utilization; long history
C0735,FICO8,530,2025-10-05,Recent delinquency; new account
C0735,VantageScore4,738,2025-10-05,Collections and recent delinquencies
C0736,FICO8,667,2025-10-05,High utilization; short history
C0736,VantageScore4,705,2025-10-05,Recent inquiry; utilization moderate
C0737,FICO8,572,2025-10-05,Short history; high utilization
C0737,VantageScore4,674,2025-10-05,Delinquencies in past 24 months
C0738,FICO8,589,2025-10-05,Recent delinquency; new account
C0738,VantageScore4,688,2025-10-05,Recent inquiry; utilization moderate
C0739,FICO8,640,2025-10-05,Recent inquiry; utilization moderate
C0739,VantageScore4,718,2025-10-05,Recent inquiry; utilization moderate
C0740,FICO8,746,2025-10-05,High utilization; short history
C0740,VantageScore4,733,2025-10-05,Short history; high utilization
C0741,FICO8,627,2025-10-05,Low utilization; long history
C0741,VantageScore4,522,2025-10-05,Short history; high utilization
C0742,FICO8,732,2025-10-05,Recent inquiry; utilization moderate
C0742,VantageScore4,677,2025-10-05,Multiple inquiries; elevated balances
C0743,FICO8,713,2025-10-05,Multiple inquiries; elevated balances
C0743,VantageScore4,707,2025-10-05,Recent delinquency; new account
C0744,FICO8,763,2025-10-05,Delinquencies in past 24 months
C0744,VantageScore4,628,2025-10-05,Delinquencies in past 24 months
C0745,FICO8,576,2025-10-05,Recent inquiry; utilization moderate
C0745,VantageScore4,723,2025-10-05,Short history; high utilization
C0746,FICO8,571,2025-10-05,Low utilization; long history
C0746,VantageScore4,731,2025-10-05,Recent inquiry; utilization moderate
C0747,FICO8,682,2025-10-05,Collections and recent delinquencies
C0747,VantageScore4,747,2025-10-05,Recent inquiry; utilization moderate
C0748,FICO8,541,2025-10-05,High utilization; short history
C0748,VantageScore4,682,2025-10-05,Delinquencies in past 24 months
C0749,FICO8,782,2025-10-05,Recent inquiry; utilization moderate
C0749,VantageScore4,566,2025-10-05,Recent inquiry; utilization moderate
C0750,FICO8,666,2025-10-05,Recent delinquency; new account
C0750,VantageScore4,653,2025-10-05,Recent delinquency; new account
C0751,FICO8,784,2025-10-05,Delinquencies in past 24 months
C0751,VantageScore4,542,2025-10-05,Recent delinquency; new account
C0752,FICO8,697,2025-10-05,Collections and recent delinquencies
C0752,VantageScore4,622,2025-10-05,Multiple inquiries; elevated balances
C0753,FICO8,684,2025-10-05,Short history; high utilization
C0753,VantageScore4,723,2025-10-05,Delinquencies in past 24 months
C0754,FICO8,728,2025-10-05,Multiple inquiries; elevated balances
C0754,VantageScore4,555,2025-10-05,Collections and recent delinquencies
C0755,FICO8,535,2025-10-05,Recent inquiry; utilization moderate
C0755,VantageScore4,608,2025-10-05,Collections and recent delinquencies
C0756,FICO8,734,2025-10-05,Recent delinquency; new account
C0756,VantageScore4,548,2025-10-05,Low utilization; long history
C0757,FICO8,530,2025-10-05,Low utilization; long history
C0757,VantageScore4,514,2025-10-05,Collections and recent delinquencies
C0758,FICO8,493,2025-10-05,High utilization; short history
C0758,VantageScore4,675,2025-10-05,Short history; high utilization
C0759,FICO8,558,2025-10-05,Multiple inquiries; elevated balances
C0759,VantageScore4,798,2025-10-05,Recent inquiry; utilization moderate
C0760,FICO8,519,2025-10-05,Collections and recent delinquencies
C0760,VantageScore4,718,2025-10-05,Recent delinquency; new account
C0761,FICO8,630,2025-10-05,Collections and recent delinquencies
C0761,VantageScore4,731,2025-10-05,Multiple inquiries; elevated balances
C0762,FICO8,757,2025-10-05,Short history; high utilization
C0762,VantageScore4,756,2025-10-05,Low utilization; long history
C0763,FICO8,496,2025-10-05,Delinquencies in past 24 months
C0763,VantageScore4,540,2025-10-05,Delinquencies in past 24 months
C0764,FICO8,710,2025-10-05,Short history; high utilization
C0764,VantageScore4,672,2025-10-05,Collections and recent delinquencies
C0765,FICO8,715,2025-10-05,Low utilization; long history
C0765,VantageScore4,496,2025-10-05,High utilization; short history
C0766,FICO8,765,2025-10-05,Multiple inquiries; elevated balances
C0766,VantageScore4,564,2025-10-05,Collections and recent delinquencies
C0767,FICO8,700,2025-10-05,High utilization; short history
C0767,VantageScore4,639,2025-10-05,Delinquencies in past 24 months
C0768,FICO8,729,2025-10-05,Recent inquiry; utilization moderate
C0768,VantageScore4,771,2025-10-05,Collections and recent delinquencies
C0769,FICO8,763,2025-10-05,Collections and recent delinquencies
C0769,VantageScore4,723,2025-10-05,High utilization; short history
C0770,FICO8,739,2025-10-05,Low utilization; long history
C0770,VantageScore4,680,2025-10-05,Multiple inquiries; elevated balances
C0771,FICO8,733,2025-10-05,Delinquencies in past 24 months
C0771,VantageScore4,795,2025-10-05,Short history; high utilization
C0772,FICO8,625,2025-10-05,Short history; high utilization
C0772,VantageScore4,511,2025-10-05,Low utilization; long history
C0773,FICO8,782,2025-10-05,Low utilization; long history
C0773,VantageScore4,545,2025-10-05,Short history; high utilization
C0774,FICO8,658,2025-10-05,Low utilization; long history
C0774,VantageScore4,800,2025-10-05,Short history; high utilization
C0775,FICO8,674,2025-10-05,Recent inquiry; utilization moderate
C0775,VantageScore4,699,2025-10-05,Short history; high utilization
C0776,FICO8,662,2025-10-05,Delinquencies in past 24 months
C0776,VantageScore4,659,2025-10-05,Low utilization; long history
C0777,FICO8,605,2025-10-05,Recent delinquency; new account
C0777,VantageScore4,600,2025-10-05,Multiple inquiries; elevated balances
C0778,FICO8,783,2025-10-05,Recent inquiry; utilization moderate
C0778,VantageScore4,513,2025-10-05,Multiple inquiries; elevated balances
C0779,FICO8,538,2025-10-05,Short history; high utilization
C0779,VantageScore4,566,2025-10-05,Low utilization; long history
C0780,FICO8,755,2025-10-05,Short history; high utilization
C0780,VantageScore4,499,2025-10-05,Collections and recent delinquencies
C0781,FICO8,696,2025-10-05,Delinquencies in past 24 months
C0781,VantageScore4,616,2025-10-05,Low utilization; long history
C0782,FICO8,720,2025-10-05,Low utilization; long history
C0782,VantageScore4,642,2025-10-05,Delinquencies in past 24 months
C0783,FICO8,772,2025-10-05,Delinquencies in past 24 months
C0783,VantageScore4,645,2025-10-05,Recent inquiry; utilization moderate
C0784,FICO8,730,2025-10-05,Recent inquiry; utilization moderate
C0784,VantageScore4,585,2025-10-05,Short history; high utilization
C0785,FICO8,734,2025-10-05,Short history; high utilization
C0785,VantageScore4,565,2025-10-05,Multiple inquiries; elevated balances
C0786,FICO8,666,2025-10-05,Delinquencies in past 24 months
C0786,VantageScore4,583,2025-10-05,Collections and recent delinquencies
C0787,FICO8,518,2025-10-05,Recent delinquency; new account
C0787,VantageScore4,627,2025-10-05,Multiple inquiries; elevated balances
C0788,FICO8,504,2025-10-05,Multiple inquiries; elevated balances
C0788,VantageScore4,773,2025-10-05,Delinquencies in past 24 months
C0789,FICO8,595,2025-10-05,Recent inquiry; utilization moderate
C0789,VantageScore4,776,2025-10-05,Recent inquiry; utilization moderate
C0790,FICO8,783,2025-10-05,Short history; high utilization
C0790,VantageScore4,619,2025-10-05,Recent inquiry; utilization moderate
C0791,FICO8,770,2025-10-05,Collections and recent delinquencies
C0791,VantageScore4,698,2025-10-05,Recent delinquency; new account
C0792,FICO8,657,2025-10-05,Recent inquiry; utilization moderate
C0792,VantageScore4,634,2025-10-05,Multiple inquiries; elevated balances
C0793,FICO8,701,2025-10-05,Short history; high utilization
C0793,VantageScore4,582,2025-10-05,Delinquencies in past 24 months
C0794,FICO8,685,2025-10-05,Multiple inquiries; elevated balances
C0794,VantageScore4,799,2025-10-05,Collections and recent delinquencies
C0795,FICO8,760,2025-10-05,High utilization; short history
C0795,VantageScore4,489,2025-10-05,High utilization; short history
C0796,FICO8,775,2025-10-05,Collections and recent delinquencies
C0796,VantageScore4,589,2025-10-05,Collections and recent delinquencies
C0797,FICO8,617,2025-10-05,Delinquencies in past 24 months
C0797,VantageScore4,769,2025-10-05,Low utilization; long history
C0798,FICO8,747,2025-10-05,Recent delinquency; new account
C0798,VantageScore4,666,2025-10-05,Collections and recent delinquencies
C0799,FICO8,555,2025-10-05,Recent delinquency; new account
C0799,VantageScore4,557,2025-10-05,Multiple inquiries; elevated balances
C0800,FICO8,702,2025-10-05,Delinquencies in past 24 months
C0800,VantageScore4,643,2025-10-05,Recent inquiry; utilization moderate
C0801,FICO8,584,2025-10-05,Delinquencies in past 24 months
C0801,VantageScore4,616,2025-10-05,Multiple inquiries; elevated balances
C0802,FICO8,562,2025-10-05,Multiple inquiries; elevated balances
C0802,VantageScore4,787,2025-10-05,Recent delinquency; new account
C0803,FICO8,687,2025-10-05,Recent delinquency; new account
C0803,VantageScore4,538,2025-10-05,High utilization; short history
C0804,FICO8,578,2025-10-05,Low utilization; long history
C0804,VantageScore4,605,2025-10-05,Multiple inquiries; elevated balances
C0805,FICO8,717,2025-10-05,Collections and recent delinquencies
C0805,VantageScore4,766,2025-10-05,Delinquencies in past 24 months
C0806,FICO8,696,2025-10-05,Low utilization; long history
C0806,VantageScore4,583,2025-10-05,High utilization; short history
C0807,FICO8,619,2025-10-05,High utilization; short history
C0807,VantageScore4,494,2025-10-05,Multiple inquiries; elevated balances
C0808,FICO8,622,2025-10-05,High utilization; short history
C0808,VantageScore4,501,2025-10-05,Collections and recent delinquencies
C0809,FICO8,490,2025-10-05,Low utilization; long history
C0809,VantageScore4,522,2025-10-05,Short history; high utilization
C0810,FICO8,788,2025-10-05,Multiple inquiries; elevated balances
C0810,VantageScore4,512,2025-10-05,Delinquencies in past 24 months
C0811,FICO8,666,2025-10-05,Recent inquiry; utilization moderate
C0811,VantageScore4,683,2025-10-05,High utilization; short history
C0812,FICO8,600,2025-10-05,Recent inquiry; utilization moderate
C0812,VantageScore4,772,2025-10-05,Recent inquiry; utilization moderate
C0813,FICO8,747,2025-10-05,Multiple inquiries; elevated balances
C0813,VantageScore4,734,2025-10-05,Recent inquiry; utilization moderate
C0814,FICO8,601,2025-10-05,Recent inquiry; utilization moderate
C0814,VantageScore4,640,2025-10-05,Short history; high utilization
C0815,FICO8,779,2025-10-05,Delinquencies in past 24 months
C0815,VantageScore4,600,2025-10-05,Delinquencies in past 24 months
C0816,FICO8,591,2025-10-05,High utilization; short history
C0816,VantageScore4,534,2025-10-05,High utilization; short history
C0817,FICO8,589,2025-10-05,Multiple inquiries; elevated balances
C0817,VantageScore4,705,2025-10-05,Delinquencies in past 24 months
C0818,FICO8,610,2025-10-05,Low utilization; long history
C0818,VantageScore4,731,2025-10-05,Short history; high utilization
C0819,FICO8,537,2025-10-05,Short history; high utilization
C0819,VantageScore4,759,2025-10-05,Delinquencies in past 24 months
C0820,FICO8,723,2025-10-05,Recent delinquency; new account
C0820,VantageScore4,622,2025-10-05,High utilization; short history
C0821,FICO8,665,2025-10-05,Collections and recent delinquencies
C0821,VantageScore4,668,2025-10-05,Multiple inquiries; elevated balances
C0822,FICO8,490,2025-10-05,Low utilization; long history
C0822,VantageScore4,507,2025-10-05,Recent delinquency; new account
C0823,FICO8,609,2025-10-05,Delinquencies in past 24 months
C0823,VantageScore4,638,2025-10-05,Short history; high utilization
C0824,FICO8,542,2025-10-05,Recent delinquency; new account
C0824,VantageScore4,706,2025-10-05,Delinquencies in past 24 months
C0825,FICO8,484,2025-10-05,Delinquencies in past 24 months
C0825,VantageScore4,610,2025-10-05,Multiple inquiries; elevated balances
C0826,FICO8,526,2025-10-05,Recent delinquency; new account
C0826,VantageScore4,632,2025-10-05,Recent delinquency; new account
C0827,FICO8,562,2025-10-05,Collections and recent delinquencies
C0827,VantageScore4,642,2025-10-05,Delinquencies in past 24 months
C0828,FICO8,497,2025-10-05,Multiple inquiries; elevated balances
C0828,VantageScore4,521,2025-10-05,Collections and recent delinquencies
C0829,FICO8,721,2025-10-05,Delinquencies in past 24 months
C0829,VantageScore4,650,2025-10-05,Delinquencies in past 24 months
C0830,FICO8,531,2025-10-05,High utilization; short history
C0830,VantageScore4,613,2025-10-05,Recent inquiry; utilization moderate
C0831,FICO8,660,2025-10-05,Delinquencies in past 24 months
C0831,VantageScore4,788,2025-10-05,Short history; high utilization
C0832,FICO8,712,2025-10-05,Low utilization; long history
C0832,VantageScore4,506,2025-10-05,High utilization; short history
C0833,FICO8,707,2025-10-05,High utilization; short history
C0833,VantageScore4,481,2025-10-05,Delinquencies in past 24 months
C0834,FICO8,582,2025-10-05,Multiple inquiries; elevated balances
C0834,VantageScore4,640,2025-10-05,Recent inquiry; utilization moderate
C0835,FICO8,536,2025-10-05,High utilization; short history
C0835,VantageScore4,607,2025-10-05,High utilization; short history
C0836,FICO8,784,2025-10-05,Delinquencies in past 24 months
C0836,VantageScore4,643,2025-10-05,Collections and recent delinquencies
C0837,FICO8,724,2025-10-05,High utilization; short history
C0837,VantageScore4,613,2025-10-05,High utilization; short history
C0838,FICO8,783,2025-10-05,Short history; high utilization
C0838,VantageScore4,624,2025-10-05,Recent delinquency; new account
C0839,FICO8,523,2025-10-05,Delinquencies in past 24 months
C0839,VantageScore4,668,2025-10-05,High utilization; short history
C0840,FICO8,681,2025-10-05,Delinquencies in past 24 months
C0840,VantageScore4,772,2025-10-05,Recent delinquency; new account
C0841,FICO8,490,2025-10-05,Low utilization; long history
C0841,VantageScore4,765,2025-10-05,Recent delinquency; new account
C0842,FICO8,525,2025-10-05,Collections and recent delinquencies
C0842,VantageScore4,581,2025-10-05,Multiple inquiries; elevated balances
C0843,FICO8,566,2025-10-05,Low utilization; long history
C0843,VantageScore4,685,2025-10-05,Delinquencies in past 24 months
C0844,FICO8,787,2025-10-05,Multiple inquiries; elevated balances
C0844,VantageScore4,556,2025-10-05,Recent inquiry; utilization moderate
C0845,FICO8,668,2025-10-05,High utilization; short history
C0845,VantageScore4,770,2025-10-05,Recent inquiry; utilization moderate
C0846,FICO8,487,2025-10-05,Delinquencies in past 24 months
C0846,VantageScore4,712,2025-10-05,Collections and recent delinquencies
C0847,FICO8,540,2025-10-05,Recent delinquency; new account
C0847,VantageScore4,584,2025-10-05,Recent delinquency; new account
C0848,FICO8,616,2025-10-05,Multiple inquiries; elevated balances
C0848,VantageScore4,733,2025-10-05,Delinquencies in past 24 months
C0849,FICO8,546,2025-10-05,Delinquencies in past 24 months
C0849,VantageScore4,585,2025-10-05,Recent delinquency; new account
C0850,FICO8,624,2025-10-05,Recent delinquency; new account
C0850,VantageScore4,694,2025-10-05,High utilization; short history
C0851,FICO8,689,2025-10-05,High utilization; short history
C0851,VantageScore4,494,2025-10-05,Multiple inquiries; elevated balances
C0852,FICO8,614,2025-10-05,Recent delinquency; new account
C0852,VantageScore4,796,2025-10-05,Collections and recent delinquencies
C0853,FICO8,607,2025-10-05,Short history; high utilization
C0853,VantageScore4,778,2025-10-05,Collections and recent delinquencies
C0854,FICO8,523,2025-10-05,Low utilization; long history
C0854,VantageScore4,720,2025-10-05,High utilization; short history
C0855,FICO8,645,2025-10-05,Delinquencies in past 24 months
C0855,VantageScore4,588,2025-10-05,Delinquencies in past 24 months
C0856,FICO8,696,2025-10-05,Multiple inquiries; elevated balances
C0856,VantageScore4,517,2025-10-05,Recent inquiry; utilization moderate
C0857,FICO8,765,2025-10-05,Low utilization; long history
C0857,VantageScore4,506,2025-10-05,Short history; high utilization
C0858,FICO8,600,2025-10-05,Collections and recent delinquencies
C0858,VantageScore4,661,2025-10-05,Low utilization; long history
C0859,FICO8,482,2025-10-05,Multiple inquiries; elevated balances
C0859,VantageScore4,738,2025-10-05,Delinquencies in past 24 months
C0860,FICO8,634,2025-10-05,Delinquencies in past 24 months
C0860,VantageScore4,669,2025-10-05,High utilization; short history
C0861,FICO8,766,2025-10-05,Low utilization; long history
C0861,VantageScore4,777,2025-10-05,High utilization; short history
C0862,FICO8,613,2025-10-05,High utilization; short history
C0862,VantageScore4,737,2025-10-05,Collections and recent delinquencies
C0863,FICO8,653,2025-10-05,Collections and recent delinquencies
C0863,VantageScore4,547,2025-10-05,Recent inquiry; utilization moderate
C0864,FICO8,642,2025-10-05,Delinquencies in past 24 months
C0864,VantageScore4,552,2025-10-05,Multiple inquiries; elevated balances
C0865,FICO8,539,2025-10-05,Short history; high utilization
C0865,VantageScore4,502,2025-10-05,High utilization; short history
C0866,FICO8,735,2025-10-05,Multiple inquiries; elevated balances
C0866,VantageScore4,664,2025-10-05,Delinquencies in past 24 months
C0867,FICO8,624,2025-10-05,Multiple inquiries; elevated balances
C0867,VantageScore4,793,2025-10-05,Multiple inquiries; elevated balances
C0868,FICO8,744,2025-10-05,Short history; high utilization
C0868,VantageScore4,703,2025-10-05,High utilization; short history
C0869,FICO8,641,2025-10-05,Collections and recent delinquencies
C0869,VantageScore4,557,2025-10-05,Collections and recent delinquencies
C0870,FICO8,507,2025-10-05,Recent delinquency; new account
C0870,VantageScore4,556,2025-10-05,Low utilization; long history
C0871,FICO8,597,2025-10-05,High utilization; short history
C0871,VantageScore4,498,2025-10-05,Collections and recent delinquencies
C0872,FICO8,613,2025-10-05,High utilization; short history
C0872,VantageScore4,719,2025-10-05,Delinquencies in past 24 months
C0873,FICO8,539,2025-10-05,Collections and recent delinquencies
C0873,VantageScore4,500,2025-10-05,Collections and recent delinquencies
C0874,FICO8,662,2025-10-05,Collections and recent delinquencies
C0874,VantageScore4,714,2025-10-05,Collections and recent delinquencies
C0875,FICO8,537,2025-10-05,High utilization; short history
C0875,VantageScore4,543,2025-10-05,Short history; high utilization
C0876,FICO8,527,2025-10-05,Recent delinquency; new account
C0876,VantageScore4,625,2025-10-05,High utilization; short history
C0877,FICO8,566,2025-10-05,Multiple inquiries; elevated balances
C0877,VantageScore4,768,2025-10-05,Recent delinquency; new account
C0878,FICO8,778,2025-10-05,Low utilization; long history
C0878,VantageScore4,749,2025-10-05,High utilization; short history
C0879,FICO8,693,2025-10-05,Recent inquiry; utilization moderate
C0879,VantageScore4,606,2025-10-05,Collections and recent delinquencies
C0880,FICO8,528,2025-10-05,Short history; high utilization
C0880,VantageScore4,493,2025-10-05,Multiple inquiries; elevated balances
C0881,FICO8,542,2025-10-05,Delinquencies in past 24 months
C0881,VantageScore4,671,2025-10-05,Recent inquiry; utilization moderate
C0882,FICO8,645,2025-10-05,High utilization; short history
C0882,VantageScore4,494,2025-10-05,Recent inquiry; utilization moderate
C0883,FICO8,715,2025-10-05,Collections and recent delinquencies
C0883,VantageScore4,712,2025-10-05,Multiple inquiries; elevated balances
C0884,FICO8,784,2025-10-05,Low utilization; long history
C0884,VantageScore4,648,2025-10-05,Low utilization; long history
C0885,FICO8,798,2025-10-05,Collections and recent delinquencies
C0885,VantageScore4,646,2025-10-05,High utilization; short history
C0886,FICO8,588,2025-10-05,Low utilization; long history
C0886,VantageScore4,624,2025-10-05,Short history; high utilization
C0887,FICO8,508,2025-10-05,Recent inquiry; utilization moderate
C0887,VantageScore4,760,2025-10-05,Delinquencies in past 24 months
C0888,FICO8,527,2025-10-05,Delinquencies in past 24 months
C0888,VantageScore4,610,2025-10-05,High utilization; short history
C0889,FICO8,602,2025-10-05,Delinquencies in past 24 months
C0889,VantageScore4,525,2025-10-05,Low utilization; long history
C0890,FICO8,586,2025-10-05,High utilization; short history
C0890,VantageScore4,678,2025-10-05,Delinquencies in past 24 months
C0891,FICO8,625,2025-10-05,High utilization; short history
C0891,VantageScore4,541,2025-10-05,Multiple inquiries; elevated balances
C0892,FICO8,731,2025-10-05,Delinquencies in past 24 months
C0892,VantageScore4,638,2025-10-05,High utilization; short history
C0893,FICO8,663,2025-10-05,Recent inquiry; utilization moderate
C0893,VantageScore4,668,2025-10-05,Recent delinquency; new account
C0894,FICO8,730,2025-10-05,Collections and recent delinquencies
C0894,VantageScore4,678,2025-10-05,Collections and recent delinquencies
C0895,FICO8,617,2025-10-05,Delinquencies in past 24 months
C0895,VantageScore4,526,2025-10-05,Delinquencies in past 24 months
C0896,FICO8,668,2025-10-05,High utilization; short history
C0896,VantageScore4,702,2025-10-05,Delinquencies in past 24 months
C0897,FICO8,527,2025-10-05,Low utilization; long history
C0897,VantageScore4,742,2025-10-05,Short history; high utilization
C0898,FICO8,717,2025-10-05,Recent delinquency; new account
C0898,VantageScore4,559,2025-10-05,Collections and recent delinquencies
C0899,FICO8,749,2025-10-05,Recent inquiry; utilization moderate
C0899,VantageScore4,628,2025-10-05,Collections and recent delinquencies
C0900,FICO8,703,2025-10-05,Recent inquiry; utilization moderate
C0900,VantageScore4,724,2025-10-05,Multiple inquiries; elevated balances
C0901,FICO8,556,2025-10-05,High utilization; short history
C0901,VantageScore4,633,2025-10-05,Recent delinquency; new account
C0902,FICO8,747,2025-10-05,Delinquencies in past 24 months
C0902,VantageScore4,631,2025-10-05,Low utilization; long history
C0903,FICO8,762,2025-10-05,Recent inquiry; utilization moderate
C0903,VantageScore4,503,2025-10-05,Recent inquiry; utilization moderate
C0904,FICO8,741,2025-10-05,Delinquencies in past 24 months
C0904,VantageScore4,691,2025-10-05,Recent inquiry; utilization moderate
C0905,FICO8,717,2025-10-05,Multiple inquiries; elevated balances
C0905,VantageScore4,661,2025-10-05,Multiple inquiries; elevated balances
C0906,FICO8,779,2025-10-05,Recent inquiry; utilization moderate
C0906,VantageScore4,737,2025-10-05,Low utilization; long history
C0907,FICO8,538,2025-10-05,Collections and recent delinquencies
C0907,VantageScore4,571,2025-10-05,High utilization; short history
C0908,FICO8,681,2025-10-05,Low utilization; long history
C0908,VantageScore4,522,2025-10-05,Delinquencies in past 24 months
C0909,FICO8,632,2025-10-05,Short history; high utilization
C0909,VantageScore4,780,2025-10-05,Collections and recent delinquencies
C0910,FICO8,710,2025-10-05,Multiple inquiries; elevated balances
C0910,VantageScore4,654,2025-10-05,High utilization; short history
C0911,FICO8,588,2025-10-05,High utilization; short history
C0911,VantageScore4,520,2025-10-05,Multiple inquiries; elevated balances
C0912,FICO8,534,2025-10-05,Delinquencies in past 24 months
C0912,VantageScore4,753,2025-10-05,Low utilization; long history
C0913,FICO8,482,2025-10-05,Delinquencies in past 24 months
C0913,VantageScore4,539,2025-10-05,Low utilization; long history
C0914,FICO8,567,2025-10-05,Collections and recent delinquencies
C0914,VantageScore4,715,2025-10-05,Delinquencies in past 24 months
C0915,FICO8,788,2025-10-05,Collections and recent delinquencies
C0915,VantageScore4,635,2025-10-05,Short history; high utilization
C0916,FICO8,682,2025-10-05,Multiple inquiries; elevated balances
